TREE0_LABEL	TREE0_HEAD	TREE0_HEADPOS	TREE1_LABEL	TREE1_HEAD	TREE1_HEADPOS	TREE2_LABEL	TREE2_HEAD	TREE2_HEADPOS	TREE3_LABEL	TREE3_HEAD	ANTECEDENT_CARRIED	WORD_NEXT0_LEX	WORD_NEXT0_POS	WORD_NEXT1_LEX	WORD_NEXT1_POS	ACTION	ACTION_RESULT_LABEL	ACTION_PREV	FREQ	ACTIVATION
NP	ninety-three	NN	IN	around	 	PP	in	IN	VBN	started	NO	,	,	after	IN	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	around	IN	IN	around	 	PP	in	IN	VBN	started	NO	,	,	after	IN	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	around	IN	PP	in	IN	VBN	start	 	VB	have	NO	,	,	after	IN	shift	''	reduce_binary	1	-9.294198074178478
,	,	 	PP	around	IN	PP	in	IN	VBN	started	NO	after	IN	the	DT	shift	''	shift	1	-9.294198074178478
IN	after	 	,	,	 	PP	around	IN	PP	in	NO	the	DT	flemish	JJ	shift	''	shift	1	-9.294198074178478
DT	the	 	IN	after	 	,	,	 	PP	around	NO	flemish	JJ	botanist	NN	shift	''	shift	1	-9.294198074178478
JJ	flemish	 	DT	the	 	IN	after	 	,	,	NO	botanist	NN	charles	NNP	shift	''	shift	1	-9.294198074178478
NN	botanist	 	JJ	flemish	 	DT	the	 	IN	after	NO	charles	NNP	de	NNP	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	botanist	NN	JJ	flemish	 	DT	the	 	IN	after	NO	charles	NNP	de	NNP	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	botanist	NN	DT	the	 	IN	after	 	,	,	NO	charles	NNP	de	NNP	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	botanist	NN	IN	after	 	,	,	 	PP	around	NO	charles	NNP	de	NNP	shift	''	reduce_binary	1	-9.294198074178478
NNP	charles	 	NP	botanist	NN	IN	after	 	,	,	NO	de	NNP	ltranslated_aposecluse	NN	shift	''	shift	1	-9.294198074178478
NNP	de	 	NNP	charles	 	NP	botanist	NN	IN	after	NO	ltranslated_aposecluse	NN	had	VBD	shift	''	shift	1	-9.294198074178478
NN	l'ecluse	 	NNP	de	 	NNP	charles	 	NP	botanist	NO	had	VBD	taken	VBN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	l'ecluse	NN	NNP	de	 	NNP	charles	 	NP	botanist	NO	had	VBD	taken	VBN	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	l'ecluse	NN	NNP	charles	 	NP	botanist	NN	IN	after	NO	had	VBD	taken	VBN	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	l'ecluse	NN	NP	botanist	NN	IN	after	 	,	,	NO	had	VBD	taken	VBN	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	l'ecluse	NN	NP	botanist	NN	IN	after	 	,	,	NO	had	VBD	taken	VBN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	l'ecluse	NN	IN	after	 	,	,	 	PP	around	NO	had	VBD	taken	VBN	shift	''	reduce_binary	1	-9.294198074178478
VBD	have	 	NP	l'ecluse	NN	IN	after	 	,	,	NO	taken	VBN	up	RP	shift	''	shift	1	-9.294198074178478
VBN	take	 	VBD	have	 	NP	l'ecluse	NN	IN	after	NO	up	RP	a	DT	shift	''	shift	1	-9.294198074178478
RP	up	 	VBN	take	 	VBD	have	 	NP	l'ecluse	NO	a	DT	post	NN	reduce_unary	PRT	shift	1	-9.294198074178478
PRT	up	RP	VBN	take	 	VBD	have	 	NP	l'ecluse	NO	a	DT	post	NN	shift	''	reduce_unary	1	-9.294198074178478
DT	a	 	PRT	up	RP	VBN	take	 	VBD	had	NO	post	NN	at	IN	shift	''	shift	1	-9.294198074178478
NN	post	 	DT	a	 	PRT	up	RP	VBN	taken	NO	at	IN	the	DT	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	post	NN	DT	a	 	PRT	up	RP	VBN	taken	NO	at	IN	the	DT	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	post	NN	PRT	up	RP	VBN	take	 	VBD	had	NO	at	IN	the	DT	shift	''	reduce_binary	1	-9.294198074178478
IN	at	 	NP	post	NN	PRT	up	RP	VBN	taken	NO	the	DT	university	NNP	shift	''	shift	1	-9.294198074178478
DT	the	 	IN	at	 	NP	post	NN	PRT	up	NO	university	NNP	of	IN	shift	''	shift	1	-9.294198074178478
NNP	university	 	DT	the	 	IN	at	 	NP	post	NO	of	IN	leiden	NNP	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	university	NNP	DT	the	 	IN	at	 	NP	post	NO	of	IN	leiden	NNP	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	university	NNP	IN	at	 	NP	post	NN	PRT	up	NO	of	IN	leiden	NNP	shift	''	reduce_binary	1	-9.294198074178478
IN	of	 	NP	university	NNP	IN	at	 	NP	post	NO	leiden	NNP	and	CC	shift	''	shift	1	-9.294198074178478
NNP	leiden	 	IN	of	 	NP	university	NNP	IN	at	NO	and	CC	established	VBN	reduce_unary	NP	shift	1	-9.294198074178478
NP	leiden	NNP	IN	of	 	NP	university	NNP	IN	at	NO	and	CC	established	VBN	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	of	IN	IN	of	 	NP	university	NNP	IN	at	NO	and	CC	established	VBN	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	of	IN	NP	university	NNP	IN	at	 	NP	post	NO	and	CC	established	VBN	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	university	NNP	NP	university	NNP	IN	at	 	NP	post	NO	and	CC	established	VBN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	university	NNP	IN	at	 	NP	post	NN	PRT	up	NO	and	CC	established	VBN	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	at	IN	IN	at	 	NP	post	NN	PRT	up	NO	and	CC	established	VBN	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	at	IN	NP	post	NN	PRT	up	RP	VBN	taken	NO	and	CC	established	VBN	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	take	VBN	NP	post	NN	PRT	up	RP	VBN	taken	NO	and	CC	established	VBN	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	take	VBN	PRT	up	RP	VBN	take	 	VBD	had	NO	and	CC	established	VBN	reduce_binary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	take	VBN	VBN	take	 	VBD	have	 	NP	l'ecluse	NO	and	CC	established	VBN	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	take	VBN	VBD	have	 	NP	l'ecluse	NN	IN	after	NO	and	CC	established	VBN	shift	''	reduce_binary	1	-9.294198074178478
CC	and	 	VP	take	VBN	VBD	have	 	NP	l'ecluse	NO	established	VBN	a	DT	shift	''	shift	1	-9.294198074178478
VBN	establish	 	CC	and	 	VP	take	VBN	VBD	had	NO	a	DT	botanical	JJ	shift	''	shift	1	-9.294198074178478
DT	a	 	VBN	establish	 	CC	and	 	VP	taken	NO	botanical	JJ	garden	NN	shift	''	shift	1	-9.294198074178478
JJ	botanical	 	DT	a	 	VBN	establish	 	CC	and	NO	garden	NN	,	,	shift	''	shift	1	-9.294198074178478
NN	garden	 	JJ	botanical	 	DT	a	 	VBN	established	NO	,	,	which	WDT	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	garden	NN	JJ	botanical	 	DT	a	 	VBN	established	NO	,	,	which	WDT	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	garden	NN	DT	a	 	VBN	establish	 	CC	and	NO	,	,	which	WDT	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	garden	NN	VBN	establish	 	CC	and	 	VP	taken	NO	,	,	which	WDT	shift	''	reduce_binary	1	-9.294198074178478
,	,	 	NP	garden	NN	VBN	establish	 	CC	and	NO	which	WDT	is	VBZ	shift	''	shift	1	-9.294198074178478
WDT	which	 	,	,	 	NP	garden	NN	VBN	established	NO	is	VBZ	famous	JJ	reduce_unary	WHNP	shift	1	-9.294198074178478
WHNP	which	WDT	,	,	 	NP	garden	NN	VBN	established	YES	is	VBZ	famous	JJ	postulate_gap	*t*	reduce_unary	1	-9.294198074178478
-NONE-	*t*	 	WHNP	which	WDT	,	,	 	NP	garden	NO	is	VBZ	famous	JJ	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*t*	-NONE-	WHNP	which	WDT	,	,	 	NP	garden	NO	is	VBZ	famous	JJ	shift	''	reduce_unary	1	-9.294198074178478
VBZ	be	 	NP	*t*	-NONE-	WHNP	which	WDT	,	,	NO	famous	JJ	as	IN	shift	''	shift	1	-9.294198074178478
JJ	famous	 	VBZ	be	 	NP	*t*	-NONE-	WHNP	which	NO	as	IN	one	CD	shift	''	shift	1	-9.294198074178478
IN	as	 	JJ	famous	 	VBZ	be	 	NP	*t*	NO	one	CD	of	IN	shift	''	shift	1	-9.294198074178478
CD	one	 	IN	as	 	JJ	famous	 	VBZ	is	NO	of	IN	the	DT	reduce_unary	NP	shift	1	-9.294198074178478
NP	 	 	IN	as	 	JJ	famous	 	VBZ	is	NO	of	IN	the	DT	shift	''	reduce_unary	1	-9.294198074178478
IN	of	 	NP	 	 	IN	as	 	JJ	famous	NO	the	DT	oldest	JJS	shift	''	shift	1	-9.294198074178478
DT	the	 	IN	of	 	NP	 	 	IN	as	NO	oldest	JJS	in	IN	shift	''	shift	1	-9.294198074178478
JJS	old	 	DT	the	 	IN	of	 	NP	 	NO	in	IN	the	DT	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	 	 	DT	the	 	IN	of	 	NP	 	NO	in	IN	the	DT	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	 	 	IN	of	 	NP	 	 	IN	as	NO	in	IN	the	DT	shift	''	reduce_binary	1	-9.294198074178478
IN	in	 	NP	 	 	IN	of	 	NP	 	NO	the	DT	world	NN	shift	''	shift	1	-9.294198074178478
DT	the	 	IN	in	 	NP	 	 	IN	of	NO	world	NN	.	.	shift	''	shift	1	-9.294198074178478
NN	world	 	DT	the	 	IN	in	 	NP	 	NO	.	.	noword	NOPOS	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	world	NN	DT	the	 	IN	in	 	NP	 	NO	.	.	noword	NOPOS	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	world	NN	IN	in	 	NP	 	 	IN	of	NO	.	.	noword	NOPOS	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	in	IN	IN	in	 	NP	 	 	IN	of	NO	.	.	noword	NOPOS	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	in	IN	NP	 	 	IN	of	 	NP	 	NO	.	.	noword	NOPOS	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	 	 	NP	 	 	IN	of	 	NP	 	NO	.	.	noword	NOPOS	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	 	 	IN	of	 	NP	 	 	IN	as	NO	.	.	noword	NOPOS	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP	of	IN	NP	 	 	IN	as	 	JJ	famous	NO	.	.	noword	NOPOS	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	 	 	NP	 	 	IN	as	 	JJ	famous	NO	.	.	noword	NOPOS	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	 	 	IN	as	 	JJ	famous	 	VBZ	is	NO	.	.	noword	NOPOS	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	as	IN	IN	as	 	JJ	famous	 	VBZ	is	NO	.	.	noword	NOPOS	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	as	IN	JJ	famous	 	VBZ	be	 	NP	*t*	NO	.	.	noword	NOPOS	reduce_unary	ADJP_BAR	reduce_binary	1	-9.294198074178478
ADJP_BAR	famous	JJ	JJ	famous	 	VBZ	be	 	NP	*t*	NO	.	.	noword	NOPOS	reduce_binary	ADJP	reduce_unary	1	-9.294198074178478
ADJP	famous	JJ	VBZ	be	 	NP	*t*	-NONE-	WHNP	which	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	be	VBZ	VBZ	be	 	NP	*t*	-NONE-	WHNP	which	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	be	VBZ	NP	*t*	-NONE-	WHNP	which	WDT	,	,	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBZ	NP	*t*	-NONE-	WHNP	which	WDT	,	,	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	be	VBZ	WHNP	which	WDT	,	,	 	NP	garden	NO	.	.	noword	NOPOS	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	which	WDT	WHNP	which	WDT	,	,	 	NP	garden	NO	.	.	noword	NOPOS	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	which	WDT	,	,	 	NP	garden	NN	VBN	established	NO	.	.	noword	NOPOS	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	garden	NN	,	,	 	NP	garden	NN	VBN	established	NO	.	.	noword	NOPOS	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	garden	NN	NP	garden	NN	VBN	establish	 	CC	and	NO	.	.	noword	NOPOS	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	garden	NN	VBN	establish	 	CC	and	 	VP	taken	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	establish	VBN	VBN	establish	 	CC	and	 	VP	taken	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	establish	VBN	CC	and	 	VP	take	VBN	VBD	had	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	establish	VBN	CC	and	 	VP	take	VBN	VBD	had	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	establish	VBN	VP	take	VBN	VBD	have	 	NP	l'ecluse	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	establish	VBN	VBD	have	 	NP	l'ecluse	NN	IN	after	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	establish	VBN	VBD	have	 	NP	l'ecluse	NN	IN	after	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	establish	VBN	NP	l'ecluse	NN	IN	after	 	,	,	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	establish	VBN	NP	l'ecluse	NN	IN	after	 	,	,	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	establish	VBN	IN	after	 	,	,	 	PP	around	NO	.	.	noword	NOPOS	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	after	IN	IN	after	 	,	,	 	PP	around	NO	.	.	noword	NOPOS	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	after	IN	,	,	 	PP	around	IN	PP	in	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	start	VBN	,	,	 	PP	around	IN	PP	in	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	start	VBN	PP	around	IN	PP	in	IN	VBN	started	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	start	VBN	PP	in	IN	VBN	start	 	VB	have	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	start	VBN	VBN	start	 	VB	have	 	TO	to	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	start	VBN	VB	have	 	TO	to	 	NP	*	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	start	VBN	VB	have	 	TO	to	 	NP	*	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	start	VBN	TO	to	 	NP	*	-NONE-	VBN	thought	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	start	VBN	TO	to	 	NP	*	-NONE-	VBN	thought	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	start	VBN	NP	*	-NONE-	VBN	think	 	ADVP	generally	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	start	VBN	NP	*	-NONE-	VBN	think	 	ADVP	generally	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	start	VBN	VBN	think	 	ADVP	generally	RB	VBZ	is	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	start	VBN	VBN	think	 	ADVP	generally	RB	VBZ	is	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	start	VBN	ADVP	generally	RB	VBZ	be	 	NP	cultivation	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	start	VBN	ADVP	generally	RB	VBZ	be	 	NP	cultivation	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	start	VBN	VBZ	be	 	NP	cultivation	NN	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	start	VBN	NP	cultivation	NN	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	shift	''	reduce_binary	1	-9.294198074178478
.	.	 	VP	start	VBN	NP	cultivation	NN	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	start	VBN	VP	start	VBN	NP	cultivation	NN	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	start	VBN	NP	cultivation	NN	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	start	VBN	NOPOS	noword	 		 	 		 	NO	.	.	noword	NOPOS	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
NOPOS	noword	 		 	 		 	 		 	NO	there	RB	,	,	shift	''		1	-9.294198074178478
RB	there	 	NOPOS	noword	 		 	 		 	NO	,	,	he	PRP	reduce_unary	ADVP	shift	1	-9.294198074178478
ADVP	there	RB	NOPOS	noword	 		 	 		 	NO	,	,	he	PRP	shift	''	reduce_unary	1	-9.294198074178478
,	,	 	ADVP	there	RB	NOPOS	noword	 		 	NO	he	PRP	planted	VBD	shift	''	shift	1	-9.294198074178478
PRP	he	 	,	,	 	ADVP	there	RB	NOPOS	noword	NO	planted	VBD	his	PRPtranslated_dollar	reduce_unary	NP	shift	1	-9.294198074178478
NP	he	PRP	,	,	 	ADVP	there	RB	NOPOS	noword	NO	planted	VBD	his	PRPtranslated_dollar	shift	''	reduce_unary	1	-9.294198074178478
VBD	plant	 	NP	he	PRP	,	,	 	ADVP	there	NO	his	PRPtranslated_dollar	collection	NN	shift	''	shift	1	-9.294198074178478
PRPtranslated_dollar	his	 	VBD	plant	 	NP	he	PRP	,	,	NO	collection	NN	of	IN	shift	''	shift	1	-9.294198074178478
NN	collection	 	PRPtranslated_dollar	his	 	VBD	plant	 	NP	he	NO	of	IN	tulip	NN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	collection	NN	PRPtranslated_dollar	his	 	VBD	plant	 	NP	he	NO	of	IN	tulip	NN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	collection	NN	VBD	plant	 	NP	he	PRP	,	,	NO	of	IN	tulip	NN	shift	''	reduce_binary	1	-9.294198074178478
IN	of	 	NP	collection	NN	VBD	plant	 	NP	he	NO	tulip	NN	bulbs	NNS	shift	''	shift	1	-9.294198074178478
NN	tulip	 	IN	of	 	NP	collection	NN	VBD	planted	NO	bulbs	NNS	that	WDT	shift	''	shift	1	-9.294198074178478
NNS	bulb	 	NN	tulip	 	IN	of	 	NP	collection	NO	that	WDT	the	DT	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	bulb	NNS	NN	tulip	 	IN	of	 	NP	collection	NO	that	WDT	the	DT	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	bulb	NNS	IN	of	 	NP	collection	NN	VBD	planted	NO	that	WDT	the	DT	shift	''	reduce_binary	1	-9.294198074178478
WDT	that	 	NP	bulb	NNS	IN	of	 	NP	collection	NO	the	DT	emperor	NN	reduce_unary	WHNP	shift	1	-9.294198074178478
WHNP	that	WDT	NP	bulb	NNS	IN	of	 	NP	collection	YES	the	DT	emperor	NN	shift	''	reduce_unary	1	-9.294198074178478
DT	the	 	WHNP	that	WDT	NP	bulb	NNS	IN	of	YES	emperor	NN	translated_aposs	POS	shift	''	shift	1	-9.294198074178478
NN	emperor	 	DT	the	 	WHNP	that	WDT	NP	bulbs	YES	translated_aposs	POS	ambassador	NN	shift	''	shift	1	-9.294198074178478
POS	's	 	NN	emperor	 	DT	the	 	WHNP	that	YES	ambassador	NN	sent	VBD	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	's	POS	NN	emperor	 	DT	the	 	WHNP	that	YES	ambassador	NN	sent	VBD	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	's	POS	DT	the	 	WHNP	that	WDT	NP	bulbs	YES	ambassador	NN	sent	VBD	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	's	POS	WHNP	that	WDT	NP	bulb	NNS	IN	of	YES	ambassador	NN	sent	VBD	shift	''	reduce_binary	1	-9.294198074178478
NN	ambassador	 	NP	's	POS	WHNP	that	WDT	NP	bulbs	YES	sent	VBD	to	TO	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	ambassador	NN	NP	's	POS	WHNP	that	WDT	NP	bulbs	YES	sent	VBD	to	TO	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	ambassador	NN	WHNP	that	WDT	NP	bulb	NNS	IN	of	YES	sent	VBD	to	TO	shift	''	reduce_binary	1	-9.294198074178478
VBD	send	 	NP	ambassador	NN	WHNP	that	WDT	NP	bulbs	YES	to	TO	him	PRP	postulate_gap	*t*	shift	1	-9.294198074178478
-NONE-	*t*	 	VBD	send	 	NP	ambassador	NN	WHNP	that	NO	to	TO	him	PRP	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*t*	-NONE-	VBD	send	 	NP	ambassador	NN	WHNP	that	NO	to	TO	him	PRP	shift	''	reduce_unary	1	-9.294198074178478
TO	to	 	NP	*t*	-NONE-	VBD	send	 	NP	ambassador	NO	him	PRP	from	IN	shift	''	shift	1	-9.294198074178478
PRP	him	 	TO	to	 	NP	*t*	-NONE-	VBD	sent	NO	from	IN	turkey	NNP	reduce_unary	NP	shift	1	-9.294198074178478
NP	him	PRP	TO	to	 	NP	*t*	-NONE-	VBD	sent	NO	from	IN	turkey	NNP	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	to	TO	TO	to	 	NP	*t*	-NONE-	VBD	sent	NO	from	IN	turkey	NNP	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	to	TO	NP	*t*	-NONE-	VBD	send	 	NP	ambassador	NO	from	IN	turkey	NNP	shift	''	reduce_binary	1	-9.294198074178478
IN	from	 	PP	to	TO	NP	*t*	-NONE-	VBD	sent	NO	turkey	NNP	,	,	shift	''	shift	1	-9.294198074178478
NNP	turkey	 	IN	from	 	PP	to	TO	NP	*t*	NO	,	,	which	WDT	reduce_unary	NP	shift	1	-9.294198074178478
NP	turkey	NNP	IN	from	 	PP	to	TO	NP	*t*	NO	,	,	which	WDT	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	from	IN	IN	from	 	PP	to	TO	NP	*t*	NO	,	,	which	WDT	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	from	IN	PP	to	TO	NP	*t*	-NONE-	VBD	sent	NO	,	,	which	WDT	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	send	VBD	PP	to	TO	NP	*t*	-NONE-	VBD	sent	NO	,	,	which	WDT	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	send	VBD	NP	*t*	-NONE-	VBD	send	 	NP	ambassador	NO	,	,	which	WDT	reduce_binary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	send	VBD	VBD	send	 	NP	ambassador	NN	WHNP	that	NO	,	,	which	WDT	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	send	VBD	NP	ambassador	NN	WHNP	that	WDT	NP	bulbs	NO	,	,	which	WDT	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	send	VBD	NP	ambassador	NN	WHNP	that	WDT	NP	bulbs	NO	,	,	which	WDT	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	send	VBD	WHNP	that	WDT	NP	bulb	NNS	IN	of	NO	,	,	which	WDT	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	that	WDT	WHNP	that	WDT	NP	bulb	NNS	IN	of	NO	,	,	which	WDT	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	that	WDT	NP	bulb	NNS	IN	of	 	NP	collection	NO	,	,	which	WDT	shift	''	reduce_binary	1	-9.294198074178478
,	,	 	SBAR	that	WDT	NP	bulb	NNS	IN	of	NO	which	WDT	were	VBD	shift	''	shift	1	-9.294198074178478
WDT	which	 	,	,	 	SBAR	that	WDT	NP	bulbs	NO	were	VBD	able	JJ	reduce_unary	WHNP	shift	1	-9.294198074178478
WHNP	which	WDT	,	,	 	SBAR	that	WDT	NP	bulbs	YES	were	VBD	able	JJ	postulate_gap	*t*	reduce_unary	1	-9.294198074178478
-NONE-	*t*	 	WHNP	which	WDT	,	,	 	SBAR	that	NO	were	VBD	able	JJ	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*t*	-NONE-	WHNP	which	WDT	,	,	 	SBAR	that	NO	were	VBD	able	JJ	shift	''	reduce_unary	1	-9.294198074178478
VBD	be	 	NP	*t*	-NONE-	WHNP	which	WDT	,	,	NO	able	JJ	to	TO	shift	''	shift	1	-9.294198074178478
JJ	able	 	VBD	be	 	NP	*t*	-NONE-	WHNP	which	NO	to	TO	tolerate	VB	postulate_gap	*	shift	1	-9.294198074178478
-NONE-	*	 	JJ	able	 	VBD	be	 	NP	*t*	NO	to	TO	tolerate	VB	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	JJ	able	 	VBD	be	 	NP	*t*	NO	to	TO	tolerate	VB	shift	''	reduce_unary	1	-9.294198074178478
TO	to	 	NP	*	-NONE-	JJ	able	 	VBD	were	NO	tolerate	VB	the	DT	shift	''	shift	1	-9.294198074178478
VB	tolerate	 	TO	to	 	NP	*	-NONE-	JJ	able	NO	the	DT	harsher	JJR	shift	''	shift	1	-9.294198074178478
